Date,Year,Avg_Price,Total_Volume,Small_4046,Medium_4225,Large_4770,Other_PLU,Total_Bags,Small_Bags,Medium_Bags,Large_Bags,Type,Region
2015-04-05,2015,1.66,5251,261,3354,116,1520,1519,938,581,0,organic,Nashville
2015-03-29,2015,1.67,4455,334,2755,96,1270,1270,580,690,0,organic,Nashville
2015-03-22,2015,1.64,3814,298,2409,52,1055,1056,307,749,0,organic,Nashville
2015-03-15,2015,1.78,3199,230,2525,55,389,389,263,126,0,organic,Nashville
2015-03-08,2015,1.8,4231,213,2968,110,940,941,917,24,0,organic,Nashville
2015-03-01,2015,1.76,4270,218,3227,101,724,724,557,167,0,organic,Nashville
2015-02-22,2015,1.32,9792,300,8061,54,1377,1378,1167,211,0,organic,Nashville
2015-02-15,2015,1.11,10582,245,8526,90,1721,1721,250,1471,0,organic,Nashville
2015-02-08,2015,1.64,4615,250,2704,124,1537,1536,743,793,0,organic,Nashville
2015-02-01,2015,1.65,4205,214,2682,100,1209,1209,603,606,0,organic,Nashville
2015-01-25,2015,1.71,4449,192,2512,60,1685,1685,850,835,0,organic,Nashville
2015-01-18,2015,1.81,3119,188,1952,86,893,892,773,119,0,organic,Nashville
2015-01-11,2015,1.92,2892,205,2168,81,438,439,436,3,0,organic,Nashville
2015-01-04,2015,1.84,3966,244,2700,76,946,945,838,107,0,organic,Nashville
2015-12-27,2015,1.55,2216,383,6,0,1827,1827,1827,0,0,organic,NewOrleansMobile
2015-12-20,2015,1.66,1822,470,0,0,1352,1352,1352,0,0,organic,NewOrleansMobile
2015-12-13,2015,1.6,1529,425,0,0,1104,1104,1104,0,0,organic,NewOrleansMobile
2015-12-06,2015,1.35,2212,295,0,0,1917,1917,1917,0,0,organic,NewOrleansMobile
2015-11-29,2015,1.58,2041,222,0,0,1819,1820,1813,7,0,organic,NewOrleansMobile
2015-11-22,2015,1.7,1356,287,0,0,1069,1069,1069,0,0,organic,NewOrleansMobile
2015-11-15,2015,1.7,1750,426,0,0,1324,1325,1322,3,0,organic,NewOrleansMobile
2015-11-08,2015,1.52,3513,250,6,0,3257,3257,3257,0,0,organic,NewOrleansMobile
2015-11-01,2015,1.67,1713,335,95,0,1283,1283,1280,3,0,organic,NewOrleansMobile
2015-10-25,2015,1.45,3315,251,95,0,2969,2969,2969,0,0,organic,NewOrleansMobile
2015-10-18,2015,1.52,3148,367,93,0,2688,2689,2689,0,0,organic,NewOrleansMobile
2015-10-11,2015,1.54,3134,399,95,0,2640,2639,2616,23,0,organic,NewOrleansMobile
2015-10-04,2015,1.61,3044,245,105,0,2694,2695,2682,13,0,organic,NewOrleansMobile
2015-09-27,2015,1.68,1747,391,72,0,1284,1285,1285,0,0,organic,NewOrleansMobile
2015-09-20,2015,1.65,2119,292,83,0,1744,1745,1745,0,0,organic,NewOrleansMobile
2015-09-13,2015,1.62,2353,311,107,0,1935,1935,1935,0,0,organic,NewOrleansMobile
2015-09-06,2015,1.59,2571,280,137,0,2154,2154,2154,0,0,organic,NewOrleansMobile
2015-08-30,2015,1.08,4601,207,136,0,4258,4258,4258,0,0,organic,NewOrleansMobile
2015-08-23,2015,1.63,2274,258,223,0,1793,1793,1793,0,0,organic,NewOrleansMobile
2015-08-16,2015,1.55,2797,257,120,0,2420,2421,2421,0,0,organic,NewOrleansMobile
2015-08-09,2015,1.69,2449,384,256,0,1809,1809,1809,0,0,organic,NewOrleansMobile
2015-08-02,2015,1.86,1578,469,258,0,851,850,850,0,0,organic,NewOrleansMobile
2015-07-26,2015,1.59,1342,340,76,0,926,926,878,48,0,organic,NewOrleansMobile
2015-07-19,2015,1.45,2365,291,101,0,1973,1974,1865,109,0,organic,NewOrleansMobile
2015-07-12,2015,1.55,2227,222,5,0,2000,2000,2000,0,0,organic,NewOrleansMobile
2015-07-05,2015,1.58,2228,349,63,0,1816,1817,1817,0,0,organic,NewOrleansMobile
2015-06-28,2015,1.61,2478,429,186,0,1863,1863,1863,0,0,organic,NewOrleansMobile
2015-06-21,2015,1.64,2778,570,219,0,1989,1990,1990,0,0,organic,NewOrleansMobile
2015-06-14,2015,1.63,2262,537,55,0,1670,1670,1670,0,0,organic,NewOrleansMobile
2015-06-07,2015,1.54,1773,773,25,0,975,976,976,0,0,organic,NewOrleansMobile
2015-05-31,2015,1.55,2718,495,11,0,2212,2212,2212,0,0,organic,NewOrleansMobile
2015-05-24,2015,1.61,1655,434,17,0,1204,1204,1204,0,0,organic,NewOrleansMobile
2015-05-17,2015,1.53,1783,395,0,0,1388,1388,1388,0,0,organic,NewOrleansMobile
2015-05-10,2015,1.6,1417,349,0,0,1068,1068,1065,3,0,organic,NewOrleansMobile
2015-05-03,2015,1.55,1469,239,42,0,1188,1189,1189,0,0,organic,NewOrleansMobile
2015-04-26,2015,1.56,2747,354,83,0,2310,2310,2310,0,0,organic,NewOrleansMobile
2015-04-19,2015,1.57,2378,414,0,0,1964,1964,1964,0,0,organic,NewOrleansMobile
2015-04-12,2015,1.58,2604,418,3,0,2183,2183,2183,0,0,organic,NewOrleansMobile
2015-04-05,2015,1.53,4820,419,74,0,4327,4328,4328,0,0,organic,NewOrleansMobile
2015-03-29,2015,1.57,3330,527,19,0,2784,2784,2784,0,0,organic,NewOrleansMobile
2015-03-22,2015,1.56,2568,428,30,0,2110,2110,2110,0,0,organic,NewOrleansMobile
2015-03-15,2015,1.55,2955,318,44,0,2593,2593,2593,0,0,organic,NewOrleansMobile
2015-03-08,2015,1.65,1575,487,8,0,1080,1080,1080,0,0,organic,NewOrleansMobile
2015-03-01,2015,1.54,2479,300,35,0,2144,2143,2140,3,0,organic,NewOrleansMobile
2015-02-22,2015,1.52,3562,342,16,0,3204,3203,3203,0,0,organic,NewOrleansMobile
2015-02-15,2015,1.48,5151,209,56,0,4886,4887,4887,0,0,organic,NewOrleansMobile
2015-02-08,2015,1.53,3533,392,51,0,3090,3090,3090,0,0,organic,NewOrleansMobile
2015-02-01,2015,1.48,2013,162,35,0,1816,1817,1817,0,0,organic,NewOrleansMobile
2015-01-25,2015,1.47,1278,204,11,0,1063,1063,1063,0,0,organic,NewOrleansMobile
2015-01-18,2015,0.98,4739,257,3,0,4479,4480,4480,0,0,organic,NewOrleansMobile
2015-01-11,2015,1.44,1492,233,16,0,1243,1243,1243,0,0,organic,NewOrleansMobile
2015-01-04,2015,1.41,2604,221,24,0,2359,2360,2360,0,0,organic,NewOrleansMobile
2015-12-27,2015,1.9,21566,1752,6547,1319,11948,11948,5758,6190,0,organic,NewYork
2015-12-20,2015,1.93,24549,3571,11119,1760,8099,8099,7057,1042,0,organic,NewYork
2015-12-13,2015,1.9,23927,2764,6740,4130,10293,10293,7554,2739,0,organic,NewYork
2015-12-06,2015,1.65,18494,4117,7226,1107,6044,6044,200,5844,0,organic,NewYork
2015-11-29,2015,1.89,9963,1481,4689,807,2986,2985,336,2649,0,organic,NewYork
2015-11-22,2015,1.84,13438,2863,8165,209,2201,2201,260,1941,0,organic,NewYork
2015-11-15,2015,1.76,13623,3015,9222,44,1342,1342,354,988,0,organic,NewYork
2015-11-08,2015,1.82,13936,3607,9165,90,1074,1073,242,831,0,organic,NewYork
2015-11-01,2015,2.09,12423,3272,8029,708,414,413,321,92,0,organic,NewYork
2015-10-25,2015,1.94,15727,2676,8966,411,3674,3674,187,3487,0,organic,NewYork
2015-10-18,2015,2.07,12936,1528,9002,516,1890,1889,170,1719,0,organic,NewYork
2015-10-11,2015,2.09,12517,1982,8760,234,1541,1542,301,1241,0,organic,NewYork
2015-10-04,2015,2.25,15455,1979,11877,47,1552,1552,429,1123,0,organic,NewYork
2015-09-27,2015,2.22,17054,2222,12987,537,1308,1309,899,410,0,organic,NewYork
2015-09-20,2015,2.01,17916,3811,12299,1110,696,696,696,0,0,organic,NewYork
2015-09-13,2015,2.18,14668,2211,9782,816,1859,1859,1855,4,0,organic,NewYork
2015-09-06,2015,2.01,19296,3452,11143,1179,3522,3524,3331,193,0,organic,NewYork
2015-08-30,2015,2.24,16542,2258,10984,845,2455,2455,2064,391,0,organic,NewYork
2015-08-23,2015,2.28,15343,2739,9860,922,1822,1823,1734,89,0,organic,NewYork
2015-08-16,2015,2.3,16293,2844,11396,790,1263,1263,1242,21,0,organic,NewYork
2015-08-09,2015,1.98,17137,4054,10635,760,1688,1688,1688,0,0,organic,NewYork
2015-08-02,2015,2.12,13852,1930,8910,214,2798,2798,2798,0,0,organic,NewYork
2015-07-26,2015,1.91,12785,2931,8850,45,959,958,958,0,0,organic,NewYork
2015-07-19,2015,2.2,13745,2237,9080,68,2360,2360,2360,0,0,organic,NewYork
2015-07-12,2015,2.02,10799,2076,8168,53,502,502,502,0,0,organic,NewYork
2015-07-05,2015,2.24,9520,1816,6858,123,723,722,722,0,0,organic,NewYork
2015-06-28,2015,1.93,16747,3320,10765,458,2204,2205,2205,0,0,organic,NewYork
2015-06-21,2015,2.34,15733,3467,9967,1168,1131,1132,1125,7,0,organic,NewYork
2015-06-14,2015,2.0,22932,5012,14261,923,2736,2736,2736,0,0,organic,NewYork
2015-06-07,2015,2.31,15734,2746,9226,876,2886,2886,2886,0,0,organic,NewYork
2015-05-31,2015,1.93,17647,3349,11207,650,2441,2441,2441,0,0,organic,NewYork
2015-05-24,2015,2.17,18746,3933,9577,417,4819,4818,4818,0,0,organic,NewYork
2015-05-17,2015,2.06,21815,2918,10860,90,7947,7947,7947,0,0,organic,NewYork
2015-05-10,2015,1.93,23195,2719,13977,8,6491,6491,6481,10,0,organic,NewYork
2015-05-03,2015,2.14,18576,2667,11540,506,3863,3863,3832,31,0,organic,NewYork
2015-04-26,2015,2.21,16170,1766,10027,467,3910,3911,3911,0,0,organic,NewYork
2015-04-19,2015,2.04,24266,2688,16785,34,4759,4758,4758,0,0,organic,NewYork
2015-04-12,2015,1.86,25675,3711,14391,22,7551,7551,7551,0,0,organic,NewYork
2015-04-05,2015,2.14,14908,1901,8814,11,4182,4182,4173,9,0,organic,NewYork
2015-03-29,2015,2.08,16567,4161,9766,86,2554,2555,2555,0,0,organic,NewYork
2015-03-22,2015,2.02,15439,2988,11097,24,1330,1330,1330,0,0,organic,NewYork
2015-03-15,2015,1.81,16571,1525,9190,0,5856,5855,5855,0,0,organic,NewYork
2015-03-08,2015,1.9,19904,2621,8510,34,8739,8739,8739,0,0,organic,NewYork
2015-03-01,2015,2.0,20787,5139,10613,10,5025,5026,5026,0,0,organic,NewYork
2015-02-22,2015,2.21,16621,3471,9549,44,3557,3557,3557,0,0,organic,NewYork
2015-02-15,2015,1.91,25038,2256,15250,50,7482,7482,7482,0,0,organic,NewYork
2015-02-08,2015,1.95,22571,1794,10974,17,9786,9786,9786,0,0,organic,NewYork
2015-02-01,2015,1.93,24698,1867,12684,7,10140,10139,10139,0,0,organic,NewYork
2015-01-25,2015,2.02,14337,1363,10912,46,2016,2015,2015,0,0,organic,NewYork
2015-01-18,2015,2.08,9205,693,7147,38,1327,1327,1327,0,0,organic,NewYork
2015-01-11,2015,2.03,14818,1744,10901,61,2112,2111,2111,0,0,organic,NewYork
2015-01-04,2015,1.93,17328,2357,12692,9,2270,2269,2269,0,0,organic,NewYork
2015-12-27,2015,1.67,3110,1618,49,0,1443,1444,1120,324,0,organic,Orlando
2015-12-20,2015,1.89,2851,2169,71,0,611,610,610,0,0,organic,Orlando
2015-12-13,2015,1.87,2437,1758,81,0,598,598,598,0,0,organic,Orlando
2015-12-06,2015,1.85,2811,1962,53,0,796,797,797,0,0,organic,Orlando
2015-11-29,2015,1.87,2083,1491,42,0,550,550,547,3,0,organic,Orlando
2015-11-22,2015,1.84,2376,1572,44,0,760,760,727,33,0,organic,Orlando
2015-11-15,2015,1.83,2903,1909,45,0,949,950,947,3,0,organic,Orlando
2015-11-08,2015,1.83,3068,1987,28,0,1053,1053,1053,0,0,organic,Orlando
2015-11-01,2015,1.8,3127,1850,19,0,1258,1259,1259,0,0,organic,Orlando
2015-10-25,2015,1.85,2905,2020,9,0,876,877,877,0,0,organic,Orlando
2015-10-18,2015,2.18,2805,1877,48,0,880,880,880,0,0,organic,Orlando
2015-10-11,2015,2.05,3286,1760,51,0,1475,1476,1476,0,0,organic,Orlando
2015-10-04,2015,2.11,2991,1810,28,0,1153,1153,1153,0,0,organic,Orlando
2015-09-27,2015,2.24,2490,1825,23,0,642,642,642,0,0,organic,Orlando
2015-09-20,2015,2.08,3252,1870,48,0,1334,1335,1335,0,0,organic,Orlando
2015-09-13,2015,2.11,2895,1771,42,0,1082,1083,1083,0,0,organic,Orlando
2015-09-06,2015,1.95,3337,1471,67,0,1799,1800,1800,0,0,organic,Orlando
2015-08-30,2015,2.11,3081,1876,56,0,1149,1150,1150,0,0,organic,Orlando
2015-08-23,2015,1.96,3761,2044,64,0,1653,1653,1653,0,0,organic,Orlando
2015-08-16,2015,1.72,5843,2166,57,0,3620,3620,3620,0,0,organic,Orlando
2015-08-09,2015,1.77,4599,2327,57,0,2215,2215,2215,0,0,organic,Orlando
2015-08-02,2015,2.0,4054,2241,47,0,1766,1766,1766,0,0,organic,Orlando
2015-07-26,2015,1.74,6023,2483,56,0,3484,3484,3484,0,0,organic,Orlando
2015-07-19,2015,1.72,5031,2003,62,0,2966,2967,2967,0,0,organic,Orlando
2015-07-12,2015,1.89,5281,1639,50,0,3592,3593,3593,0,0,organic,Orlando
2015-07-05,2015,1.82,2529,1660,17,0,852,853,810,43,0,organic,Orlando
2015-06-28,2015,1.87,2804,2068,80,0,656,657,657,0,0,organic,Orlando
2015-06-21,2015,1.89,2443,1841,79,0,523,522,490,32,0,organic,Orlando
2015-06-14,2015,1.86,3013,2115,67,0,831,830,830,0,0,organic,Orlando
2015-06-07,2015,1.81,2834,1715,46,0,1073,1073,1073,0,0,organic,Orlando
2015-05-31,2015,1.84,3350,2221,89,0,1040,1040,1040,0,0,organic,Orlando
2015-05-24,2015,1.81,2640,1582,41,0,1017,1017,1017,0,0,organic,Orlando
2015-05-17,2015,1.88,2731,2074,46,0,611,611,611,0,0,organic,Orlando
2015-05-10,2015,1.78,2983,1658,61,0,1264,1264,1264,0,0,organic,Orlando
2015-05-03,2015,1.82,2498,1559,49,0,890,890,890,0,0,organic,Orlando
2015-04-26,2015,1.88,2490,1846,58,0,586,587,587,0,0,organic,Orlando
2015-04-19,2015,1.76,2746,1578,104,0,1064,1065,1065,0,0,organic,Orlando
2015-04-12,2015,1.89,2311,1775,84,0,452,452,452,0,0,organic,Orlando
2015-04-05,2015,1.82,2405,1494,62,0,849,849,849,0,0,organic,Orlando
2015-03-29,2015,1.89,2719,2081,47,0,591,590,590,0,0,organic,Orlando
2015-03-22,2015,1.77,3578,1876,81,0,1621,1620,1620,0,0,organic,Orlando
2015-03-15,2015,1.82,2479,1548,34,0,897,897,897,0,0,organic,Orlando
2015-03-08,2015,1.75,2783,1383,53,0,1347,1347,1347,0,0,organic,Orlando
2015-03-01,2015,1.7,3031,1223,29,0,1779,1780,1780,0,0,organic,Orlando
2015-02-22,2015,1.76,2585,1347,32,0,1206,1207,1207,0,0,organic,Orlando
2015-02-15,2015,1.85,2038,1387,41,0,610,610,610,0,0,organic,Orlando
2015-02-08,2015,1.75,3229,1576,36,0,1617,1617,1617,0,0,organic,Orlando
2015-02-01,2015,1.76,2500,1263,54,0,1183,1183,1183,0,0,organic,Orlando
2015-01-25,2015,1.82,1925,1175,54,0,696,697,697,0,0,organic,Orlando
2015-01-18,2015,1.79,2152,1237,31,0,884,883,883,0,0,organic,Orlando
2015-01-11,2015,1.92,1611,1290,54,0,267,267,267,0,0,organic,Orlando
2015-01-04,2015,1.8,2057,1200,54,0,803,803,803,0,0,organic,Orlando
2015-12-27,2015,1.5,8780,340,2365,4,6071,6071,560,5511,0,organic,Philadelphia
2015-12-20,2015,1.83,6901,720,2854,522,2805,2805,1195,1610,0,organic,Philadelphia
2015-12-13,2015,1.79,7292,257,1559,952,4524,4524,1099,3425,0,organic,Philadelphia
2015-12-06,2015,1.35,7325,482,1521,24,5298,5298,65,5233,0,organic,Philadelphia
2015-11-29,2015,1.45,5105,258,1325,6,3516,3516,103,3413,0,organic,Philadelphia
2015-11-22,2015,1.55,4698,400,1709,40,2549,2548,93,2455,0,organic,Philadelphia
2015-11-15,2015,1.76,2967,620,1815,16,516,517,334,183,0,organic,Philadelphia
2015-11-08,2015,1.87,2934,663,1824,19,428,429,211,218,0,organic,Philadelphia
2015-11-01,2015,2.06,2371,503,1620,11,237,237,90,147,0,organic,Philadelphia
2015-10-25,2015,1.86,3255,442,1818,16,979,979,72,907,0,organic,Philadelphia
2015-10-18,2015,1.74,3666,230,1601,16,1819,1819,111,1708,0,organic,Philadelphia
2015-10-11,2015,1.62,4269,325,1596,16,2332,2331,147,2184,0,organic,Philadelphia
2015-10-04,2015,2.15,2709,395,1816,51,447,447,447,0,0,organic,Philadelphia
2015-09-27,2015,2.21,3002,327,1855,26,794,795,795,0,0,organic,Philadelphia
2015-09-20,2015,1.87,3957,621,1921,25,1390,1391,1391,0,0,organic,Philadelphia
2015-09-13,2015,1.95,4304,313,1865,49,2077,2077,2071,6,0,organic,Philadelphia
2015-09-06,2015,1.71,6849,625,1790,24,4410,4410,4378,32,0,organic,Philadelphia
2015-08-30,2015,1.93,4426,421,1691,18,2296,2296,2207,89,0,organic,Philadelphia
2015-08-23,2015,1.99,4617,490,1959,16,2152,2152,2141,11,0,organic,Philadelphia
2015-08-16,2015,2.06,3886,431,2068,30,1357,1357,1357,0,0,organic,Philadelphia
2015-08-09,2015,1.79,5446,629,2301,21,2495,2496,2496,0,0,organic,Philadelphia
2015-08-02,2015,1.94,5148,369,1877,12,2890,2890,2890,0,0,organic,Philadelphia
2015-07-26,2015,1.92,3072,281,1803,29,959,960,960,0,0,organic,Philadelphia
2015-07-19,2015,1.97,5290,250,1960,12,3068,3068,3068,0,0,organic,Philadelphia
2015-07-12,2015,1.98,2618,443,1769,34,372,372,372,0,0,organic,Philadelphia
2015-07-05,2015,2.03,3075,319,1596,13,1147,1147,1147,0,0,organic,Philadelphia
2015-06-28,2015,1.88,4786,379,1817,27,2563,2564,2564,0,0,organic,Philadelphia
2015-06-21,2015,2.05,3782,406,1535,28,1813,1814,1814,0,0,organic,Philadelphia
2015-06-14,2015,1.84,6353,535,2128,8,3682,3683,3683,0,0,organic,Philadelphia
2015-06-07,2015,1.94,5043,609,1221,14,3199,3198,3198,0,0,organic,Philadelphia
2015-05-31,2015,1.86,5462,508,1828,4,3122,3122,3122,0,0,organic,Philadelphia
2015-05-24,2015,1.9,5496,371,1693,18,3414,3413,3413,0,0,organic,Philadelphia
2015-05-17,2015,1.85,5578,293,1606,11,3668,3668,3668,0,0,organic,Philadelphia
2015-05-10,2015,1.79,7296,365,1645,12,5274,5275,5275,0,0,organic,Philadelphia
2015-05-03,2015,1.85,5738,248,1531,19,3940,3940,3940,0,0,organic,Philadelphia
2015-04-26,2015,1.86,4698,305,1172,3,3218,3218,3218,0,0,organic,Philadelphia
2015-04-19,2015,1.89,4549,387,1672,13,2477,2478,2478,0,0,organic,Philadelphia
2015-04-12,2015,1.73,5957,677,1893,8,3379,3379,3379,0,0,organic,Philadelphia
2015-04-05,2015,1.81,4383,390,1249,27,2717,2717,2717,0,0,organic,Philadelphia
2015-03-29,2015,1.83,4310,383,1310,17,2600,2600,2600,0,0,organic,Philadelphia
2015-03-22,2015,1.84,2777,455,1885,8,429,430,430,0,0,organic,Philadelphia
2015-03-15,2015,1.7,4153,387,1358,24,2384,2384,2384,0,0,organic,Philadelphia
2015-03-08,2015,1.63,6507,285,1350,9,4863,4864,4864,0,0,organic,Philadelphia
2015-03-01,2015,1.83,3449,227,1390,7,1825,1823,1823,0,0,organic,Philadelphia
2015-02-22,2015,1.75,4341,256,1244,14,2827,2827,2827,0,0,organic,Philadelphia
2015-02-15,2015,1.68,5687,280,1672,20,3715,3715,3715,0,0,organic,Philadelphia
2015-02-08,2015,1.76,4173,253,1031,8,2881,2880,2880,0,0,organic,Philadelphia
2015-02-01,2015,1.69,4907,285,1416,5,3201,3201,3201,0,0,organic,Philadelphia
2015-01-25,2015,1.82,2889,235,1359,23,1272,1272,1272,0,0,organic,Philadelphia
2015-01-18,2015,1.93,1699,259,731,20,689,689,689,0,0,organic,Philadelphia
2015-01-11,2015,1.63,6715,429,1809,5,4472,4473,4466,7,0,organic,Philadelphia
2015-01-04,2015,1.72,3789,384,1598,11,1796,1795,1795,0,0,organic,Philadelphia
2015-12-27,2015,1.72,7422,5038,906,0,1478,1478,1324,154,0,organic,PhoenixTucson
2015-12-20,2015,1.79,6500,4879,920,0,701,701,679,22,0,organic,PhoenixTucson
2015-12-13,2015,1.72,6991,5065,1161,0,765,766,766,0,0,organic,PhoenixTucson
2015-12-06,2015,1.87,5936,4844,832,0,260,260,260,0,0,organic,PhoenixTucson
2015-11-29,2015,1.89,5176,4379,690,0,107,107,107,0,0,organic,PhoenixTucson
2015-11-22,2015,1.89,6756,5652,902,0,202,203,197,6,0,organic,PhoenixTucson
2015-11-15,2015,1.89,7452,6237,1005,0,210,209,203,6,0,organic,PhoenixTucson
2015-11-08,2015,1.72,9193,7679,1161,0,353,353,325,28,0,organic,PhoenixTucson
2015-11-01,2015,1.7,8638,7092,1302,0,244,245,239,6,0,organic,PhoenixTucson
2015-10-25,2015,1.52,9308,8002,1140,0,166,165,143,22,0,organic,PhoenixTucson
2015-10-18,2015,1.84,12358,10832,1317,0,209,208,166,42,0,organic,PhoenixTucson
2015-10-11,2015,1.91,6594,5439,970,0,185,185,181,4,0,organic,PhoenixTucson
2015-10-04,2015,1.93,6825,5606,1059,0,160,160,143,17,0,organic,PhoenixTucson
2015-09-27,2015,1.85,7129,5086,1579,0,464,464,442,22,0,organic,PhoenixTucson
2015-09-20,2015,1.98,4882,3741,891,0,250,249,193,56,0,organic,PhoenixTucson
2015-09-13,2015,1.9,7623,5347,1082,0,1194,1194,968,226,0,organic,PhoenixTucson
2015-09-06,2015,1.79,10568,7314,1598,0,1656,1655,759,896,0,organic,PhoenixTucson
2015-08-30,2015,1.8,10536,7279,1589,0,1668,1668,1013,655,0,organic,PhoenixTucson
2015-08-23,2015,1.81,10005,7394,1347,0,1264,1264,797,467,0,organic,PhoenixTucson
2015-08-16,2015,1.79,10950,7874,1893,0,1183,1181,1013,168,0,organic,PhoenixTucson
2015-08-09,2015,1.82,10066,7477,1473,0,1116,1116,880,236,0,organic,PhoenixTucson
2015-08-02,2015,1.88,8594,6676,1273,0,645,645,533,112,0,organic,PhoenixTucson
2015-07-26,2015,1.85,7178,5314,1303,0,561,561,290,271,0,organic,PhoenixTucson
2015-07-19,2015,1.85,6429,4840,1182,0,407,406,223,183,0,organic,PhoenixTucson
2015-07-12,2015,1.82,8064,5716,1463,0,885,886,747,139,0,organic,PhoenixTucson
2015-07-05,2015,1.72,10481,7517,1466,0,1498,1499,1127,372,0,organic,PhoenixTucson
2015-06-28,2015,1.54,11633,9146,1569,0,918,918,303,615,0,organic,PhoenixTucson
2015-06-21,2015,1.48,14656,11743,1865,0,1048,1048,737,311,0,organic,PhoenixTucson
2015-06-14,2015,1.62,12799,8834,2031,0,1934,1934,1193,741,0,organic,PhoenixTucson
2015-06-07,2015,1.54,13841,10264,1518,0,2059,2059,973,1086,0,organic,PhoenixTucson
2015-05-31,2015,1.54,14390,10865,1272,0,2253,2253,1026,1227,0,organic,PhoenixTucson
2015-05-24,2015,1.7,11606,8631,1351,0,1624,1623,960,663,0,organic,PhoenixTucson
2015-05-17,2015,1.67,11594,8486,1511,0,1597,1598,867,731,0,organic,PhoenixTucson
2015-05-10,2015,1.46,14755,11233,1442,0,2080,2081,907,1174,0,organic,PhoenixTucson
2015-05-03,2015,1.4,17520,12880,2628,0,2012,2012,1073,939,0,organic,PhoenixTucson
2015-04-26,2015,1.65,17775,11277,4970,0,1528,1529,727,802,0,organic,PhoenixTucson
2015-04-19,2015,1.48,15736,12488,1698,0,1550,1550,670,880,0,organic,PhoenixTucson
2015-04-12,2015,1.56,14282,10085,1366,0,2831,2830,2138,692,0,organic,PhoenixTucson
2015-04-05,2015,1.5,14328,10944,1291,0,2093,2093,1813,280,0,organic,PhoenixTucson
2015-03-29,2015,1.46,15288,13442,1144,0,702,702,665,37,0,organic,PhoenixTucson
2015-03-22,2015,1.37,13825,11612,1541,0,672,671,659,12,0,organic,PhoenixTucson
2015-03-15,2015,1.56,9531,7209,1255,0,1067,1067,1057,10,0,organic,PhoenixTucson
2015-03-08,2015,1.52,12546,8912,1115,0,2519,2518,2513,5,0,organic,PhoenixTucson
2015-03-01,2015,1.37,14619,11419,1566,0,1634,1634,1627,7,0,organic,PhoenixTucson
2015-02-22,2015,1.59,10925,8586,1455,0,884,884,867,17,0,organic,PhoenixTucson
2015-02-15,2015,1.66,10159,7843,1205,0,1111,1112,1097,15,0,organic,PhoenixTucson
2015-02-08,2015,1.55,12418,9275,1356,0,1787,1787,1787,0,0,organic,PhoenixTucson
2015-02-01,2015,1.18,13646,10811,2017,0,818,818,813,5,0,organic,PhoenixTucson
2015-01-25,2015,1.54,10849,7988,1728,0,1133,1133,1120,13,0,organic,PhoenixTucson
2015-01-18,2015,1.36,12252,10249,1530,0,473,473,473,0,0,organic,PhoenixTucson
2015-01-11,2015,1.36,14035,11523,1633,0,879,880,877,3,0,organic,PhoenixTucson
2015-01-04,2015,1.12,17297,14570,1869,0,858,859,830,29,0,organic,PhoenixTucson
2015-12-27,2015,1.5,749,199,30,0,520,521,451,70,0,organic,Pittsburgh
2015-12-20,2015,1.55,680,234,32,0,414,414,288,126,0,organic,Pittsburgh
2015-12-13,2015,1.56,853,284,47,0,522,522,355,167,0,organic,Pittsburgh
2015-12-06,2015,1.55,1313,333,239,0,741,742,555,187,0,organic,Pittsburgh
2015-11-29,2015,1.4,1161,345,136,0,680,679,522,157,0,organic,Pittsburgh
2015-11-22,2015,1.54,1158,387,215,0,556,556,248,308,0,organic,Pittsburgh
2015-11-15,2015,1.43,1388,466,34,0,888,888,361,527,0,organic,Pittsburgh
2015-11-08,2015,1.44,1270,366,43,0,861,861,597,264,0,organic,Pittsburgh
2015-11-01,2015,1.46,1383,399,58,0,926,926,695,231,0,organic,Pittsburgh
2015-10-25,2015,1.47,1973,594,27,0,1352,1352,1329,23,0,organic,Pittsburgh
2015-10-18,2015,1.45,1330,478,38,0,814,814,765,49,0,organic,Pittsburgh
2015-10-11,2015,1.45,1366,447,53,0,866,867,623,244,0,organic,Pittsburgh
2015-10-04,2015,1.19,1849,305,266,0,1278,1278,996,282,0,organic,Pittsburgh
2015-09-27,2015,1.47,1152,362,31,0,759,759,385,374,0,organic,Pittsburgh
2015-09-20,2015,1.44,1514,668,62,0,784,783,223,560,0,organic,Pittsburgh
2015-09-13,2015,1.47,1391,530,46,0,815,815,632,183,0,organic,Pittsburgh
